municipality,year,value
Frederiksberg,2019,17.1
Frederikshavn,2019,26.1
Frederikssund,2019,23.4
Furesø,2019,21.3
Gentofte,2019,20.2
Gladsaxe,2019,16.6
Glostrup,2019,18.8
Greve,2019,21.2
Gribskov,2019,26.3
Guldborgsund,2019,26.4
Haderslev,2019,22.5
Halsnæs,2019,25.8
Hedensted,2019,20.2
Helsingør,2019,23.7
Herlev,2019,19.0
Herning,2019,19.3
Hillerød,2019,18.9
Hjørring,2019,23.1
Holbæk,2019,20.9
Holstebro,2019,20.4
Horsens,2019,18.2
Hvidovre,2019,17.0
Høje-Taastrup,2019,17.4
Hørsholm,2019,27.5
Ikast-Brande,2019,20.1
Ishøj,2019,16.1
Jammerbugt,2019,23.9
Kalundborg,2019,23.8
Kerteminde,2019,25.1
Kolding,2019,18.9
Køge,2019,19.9
Langeland,2019,33.7
Lejre,2019,22.0
Lemvig,2019,25.5
Lolland,2019,29.1
Lyngby-Taarbæk,2019,19.6
Læsø,2019,38.6
Mariagerfjord,2019,22.5
Middelfart,2019,22.9
Morsø,2019,25.8
Norddjurs,2019,24.3
Nordfyns,2019,22.6
Nyborg,2019,23.9
Næstved,2019,21.2
Odder,2019,22.9
Odense,2019,17.0
Odsherred,2019,30.6
Randers,2019,20.3
Rebild,2019,19.4
Ringkøbing-Skjern,2019,22.1
Ringsted,2019,18.0
Roskilde,2019,19.5
Rudersdal,2019,22.9
Rødovre,2019,18.1
Samsø,2019,34.3
Silkeborg,2019,19.5
Skanderborg,2019,17.9
Skive,2019,23.3
Slagelse,2019,21.5
Solrød,2019,19.6
Sorø,2019,20.9
Stevns,2019,24.7
Struer,2019,25.4
Svendborg,2019,23.3
Syddjurs,2019,24.9
Sønderborg,2019,24.0
Thisted,2019,23.5
Tårnby,2019,18.7
Tønder,2019,24.1
Vallensbæk,2019,18.6
Varde,2019,22.0
Vejen,2019,20.7
Vejle,2019,19.0
Vesthimmerlands,2019,23.2
Viborg,2019,19.9
Vordingborg,2019,26.7
Ærø,2019,36.2
Aabenraa,2022,24.6
Aalborg,2022,18.2
Aarhus,2022,15.1
Albertslund,2022,18.6
Allerød,2022,21.3
Assens,2022,24.2
Ballerup,2022,20.5
Billund,2022,21.9
Bornholm,2022,30.4
Brøndby,2022,19.3
Brønderslev,2022,22.9
Copenhagen,2022,10.5
Dragør,2022,24.7
Egedal,2022,18.8
Esbjerg,2022,21.7
Faaborg-Midtfyn,2022,25.1
Fanø,2022,36.6
Favrskov,2022,19.4
Faxe,2022,23.1
Fredensborg,2022,23.8
Fredericia,2022,21.7
Frederiksberg,2022,17.6
Frederikshavn,2022,27.8
Frederikssund,2022,24.6
Furesø,2022,22.0
Gentofte,2022,21.2
Gladsaxe,2022,17.1
Glostrup,2022,18.3
Greve,2022,21.5
Gribskov,2022,28.0
Guldborgsund,2022,27.8
Haderslev,2022,23.9
Halsnæs,2022,27.6
Hedensted,2022,21.1
Helsingør,2022,25.2
Herlev,2022,19.4
Herning,2022,20.3
Hillerød,2022,19.1
Hjørring,2022,24.9
Holbæk,2022,21.8
Holstebro,2022,21.4
Horsens,2022,18.7
Hvidovre,2022,17.6
Høje-Taastrup,2022,17.4
Hørsholm,2022,28.6
Ikast-Brande,2022,20.9
Ishøj,2022,16.5
Jammerbugt,2022,25.2
Kalundborg,2022,25.2
Kerteminde,2022,26.1
Kolding,2022,19.7
Køge,2022,20.4
Langeland,2022,36.3
Lejre,2022,22.5
Lemvig,2022,27.8
Lolland,2022,30.7
Lyngby-Taarbæk,2022,19.5
Læsø,2022,41.2
Mariagerfjord,2022,24.3
Middelfart,2022,23.7
Morsø,2022,27.0
Norddjurs,2022,26.1
Nordfyns,2022,24.2
Nyborg,2022,25.3
Næstved,2022,22.4
Odder,2022,24.2
Odense,2022,17.7
Odsherred,2022,32.2
Randers,2022,21.0
Rebild,2022,20.3
Ringkøbing-Skjern,2022,23.5
Ringsted,2022,18.8
Roskilde,2022,20.0
Rudersdal,2022,23.2
Rødovre,2022,18.1
Samsø,2022,35.6
Silkeborg,2022,20.1
Skanderborg,2022,18.6
Skive,2022,25.3
Slagelse,2022,22.4
Solrød,2022,19.8
Sorø,2022,22.1
Stevns,2022,25.4
Struer,2022,27.4
Svendborg,2022,24.8
Syddjurs,2022,26.2
Sønderborg,2022,25.3
Thisted,2022,25.0
Tårnby,2022,19.2
Tønder,2022,26.2
Vallensbæk,2022,19.2
Varde,2022,23.7
Vejen,2022,21.8
Vejle,2022,19.4
Vesthimmerlands,2022,24.8
Viborg,2022,21.3
Vordingborg,2022,28.3
Ærø,2022,36.8
